record_no	video_id	vid	start_time	end_time	start_frame	end_frame	caption
259	S53_Salad_7150991-143	f154_i026_a00	242.0	259.0	7260	7800	cutting a carrot with a kitchen knife .
260	S50_Brownie_7150991-203	f141_i018_a00	121.0	126.0	3630	3810	cracking an egg into a big bowl .
261	S24_Brownie_7150991-483	f62_i023_a00	184.0	187.0	5520	5640	mixing the ingredients of brownie in a big bowl with a fork .
262	S48_Eggs_7150991-637	f133_i013_a00	65.0	67.0	1950	2040	opening a drawer .
263	S51_Salad_7150991-225	f149_i024_a00	255.0	270.0	7650	8130	peeling a zucchini with a peeler .
264	S24_Brownie_7150991-483	f62_i039_a00	410.0	412.0	12300	12390	closing an oven .
265	S22_Brownie_7150991-921	f58_i014_a00	94.0	98.0	2820	2970	cracking an egg into a big bowl with a fork .
266	S54_Sandwich_7150991-305	f160_i016_a00	89.0	91.0	2670	2760	scooping out peanut butter from a jar with a butter knife .
267	S49_Salad_7150991-294	f139_i010_a00	85.0	103.0	2550	3120	cutting a celery stalk with a kitchen knife .
268	S50_Brownie_7150991-203	f141_i007_a00	39.0	43.0	1170	1320	taking a big measuring cup from a cabinet .
269	S34_Brownie_7150991-268	f97_i028_a00	143.0	144.0	4290	4350	opening a drawer .
270	S19_Sandwich_7150991-549	f52_i014_a00	77.0	78.0	2310	2370	opening a blueberry jam jar .
271	S51_Salad_7150991-225	f149_i000_a00	10.0	11.0	300	360	opening a fridge .
272	S34_Eggs_7150991-149	f98_i030_a00	200.0	204.0	6000	6150	holding a hand over a frying pan .
273	S12_Pizza_7150991-807	f18_i000_a00	12.0	14.0	360	450	opening a base cabinet .
274	S13_Brownie_7150991-631	f21_i049_a00	482.0	484.0	14460	14550	putting a cooking spray into a base cabinet .
275	S40_Pizza_7150991-206	f119_i031_a00	373.0	376.0	11190	11310	squeezing a pepperoni stick out of a package .
276	S12_Eggs_7150991-1088	f17_i023_a00	133.0	137.0	3990	4140	swirling oil around in a frying pan .
277	S07_Sandwich_7150991-2343	f04_i000_a00	19.0	22.0	570	690	taking a bag of sliced bread from a cabinet .
278	S20_Eggs_7150991-511	f54_i015_a00	78.0	97.0	2340	2940	beating an egg with a fork .
279	S25_Sandwich_7150991-782	f67_i002_a00	17.0	20.0	510	630	putting jars on a counter .
280	S22_Pizza_7150991-664	f59_i035_a00	634.0	666.0	19020	20010	slicing a pepperoni stick with a kitchen knife .
281	S25_Brownie_7150991-763	f63_i026_a00	259.0	261.0	7770	7860	stirring brownie batter with a spoon .
282	S31_Salad_7150991-1	f85_i002_a00	27.0	38.0	810	1170	taking ingredients from a fridge .
283	S35_Pizza_7150991-218	f104_i009_a00	135.0	136.0	4050	4110	taking a spoon from a drawer .
284	S20_Sandwich_7150991-1256	f57_i017_a00	125.0	126.0	3750	3810	putting a slice of bread on top of another slice of bread .
285	S19_Salad_7150991-1394	f51_i012_a00	138.0	143.0	4140	4320	cutting a carrot with a kitchen knife .
286	S51_Sandwich_7150991-324	f150_i002_a00	17.0	20.0	510	630	putting jars and a bag of sliced bread on a counter .
287	S41_Pizza_7150991-287	f124_i006_a00	32.0	33.0	960	1020	closing a fridge .
288	S22_Brownie_7150991-921	f58_i020_a00	166.0	175.0	4980	5280	pouring oil into a big bowl .
289	S19_Pizza_7150991-399	f50_i027_a00	447.0	462.0	13410	13890	opening a package of a block cheese with scissors .
290	S12_Eggs_7150991-1088	f17_i031_a00	186.0	190.0	5580	5730	stirring a beaten egg in a frying pan with a fork .
291	S48_Pizza_7150991-259	f134_i005_a00	50.0	67.0	1500	2040	peeling off the label of a pizza crust can .
292	S49_Salad_7150991-294	f139_i018_a00	185.0	207.0	5550	6240	cutting a carrot with a kitchen knife .
293	S22_Pizza_7150991-664	f59_i039_a00	700.0	702.0	21000	21090	cutting a pepperoni slice in half with a kitchen knife .
294	S35_Pizza_7150991-218	f104_i030_a00	485.0	491.0	14550	14760	cutting the package of a pepperoni stick with a kitchen knife .
295	S13_Salad_7150991-158	f23_i005_a00	60.0	64.0	1800	1950	taking a zucchini out of a bag .
296	S20_Eggs_7150991-511	f54_i021_a00	196.0	211.0	5880	6360	pouring a beaten egg into a frying pan .
297	S16_Eggs_7150991-858	f35_i011_a00	43.0	45.0	1290	1380	putting a cap on an oil bottle .
298	S11_Eggs_7150991-1247	f13_i023_a00	94.0	98.0	2820	2970	beating an egg with a fork .
299	S50_Salad_7150991-243	f144_i016_a00	247.0	269.0	7410	8100	putting carrot slices into a bowl .
300	S16_Pizza_7150991-3739	f36_i016_a00	142.0	144.0	4260	4350	opening a tomato sauce jar .
301	S16_Brownie_7150991-1431	f34_i022_a00	135.0	137.0	4050	4140	twisting off an oil bottle cap .
302	S19_Sandwich_7150991-549	f52_i010_a00	65.0	67.0	1950	2040	taking jars from a fridge .
303	S14_Salad_7150991-1238	f28_i013_a00	150.0	158.0	4500	4770	tearing a celery stalk off a celery head .
304	S54_Brownie_7150991-308	f156_i020_a00	95.0	97.0	2850	2940	wiping hands with a paper towel .
305	S51_Pizza_7150991-323	f148_i004_a00	52.0	55.0	1560	1680	taking a spoon from a drawer .
306	S20_Pizza_7150991-180	f55_i013_a00	128.0	151.0	3840	4560	pouring tomato sauce on pizza crust .
307	S53_Brownie_7150991-211	f151_i030_a00	167.0	187.0	5010	5640	mixing the ingredients of brownie in a big bowl with a whisk .
308	S48_Salad_7150991-222	f135_i004_a00	41.0	43.0	1230	1320	closing a fridge .
309	S25_Brownie_7150991-763	f63_i009_a00	50.0	54.0	1500	1650	taking a baking pan from a base cabinet .
310	S49_Sandwich_7150991-511	f140_i019_a00	149.0	150.0	4470	4530	dropping a lid into a peanut butter jar .
311	S18_Salad_7150991-649	f46_i023_a00	179.0	186.0	5370	5610	putting ingredients into a fridge .
312	S25_Eggs_7150991-325	f64_i016_a00	86.0	90.0	2580	2730	turning on a gas stove .
313	S25_Eggs_7150991-325	f64_i017_a00	92.0	93.0	2760	2820	twisting off an oil bottle cap .
314	S53_Salad_7150991-143	f154_i011_a00	62.0	65.0	1860	1980	taking a kitchen knife from a drawer .
315	S16_Brownie_7150991-1431	f34_i033_a00	253.0	254.0	7590	7650	opening a drawer .
316	S32_Sandwich_7150991-1	f91_i015_a00	63.0	66.0	1890	2010	scooping out peanut butter from a jar with a butter knife .
317	S16_Pizza_7150991-3739	f36_i022_a00	189.0	191.0	5670	5760	putting a spoon into a sink .
318	S19_Brownie_7150991-848	f48_i034_a00	372.0	374.0	11160	11250	taking a cap off a cooking spray .
319	S50_Sandwich_7150991-450	f145_i010_a00	61.0	75.0	1830	2280	spreading blueberry jam on a slice of bread with a butter knife .
320	S49_Eggs_7150991-224	f137_i030_a00	342.0	344.0	10260	10350	opening a cabinet .
321	S53_Salad_7150991-143	f154_i015_a00	97.0	123.0	2910	3720	cutting a celery stalk with a kitchen knife .
322	S09_Eggs_7150991-1050	f10_i028_a00	197.0	200.0	5910	6030	putting an omelet on a paper plate .
323	S17_Eggs_7150991-1187	f40_i025_a00	116.0	119.0	3480	3600	beating an egg with a spoon .
324	S54_Salad_7150991-223	f159_i005_a00	41.0	44.0	1230	1350	taking a cutting board from the corner of a counter .
325	S47_Sandwich_7150991-197	f131_i019_a00	189.0	191.0	5670	5760	taking jars closer to a fridge .
326	S31_Pizza_7150991-1	f84_i015_a00	203.0	233.0	6090	7020	spreading tomato sauce on pizza crust with a spoon .
327	S47_Brownie_7150991-179	f127_i013_a00	53.0	55.0	1590	1680	putting a big measuring cup into a cabinet .
328	S12_Eggs_7150991-1088	f17_i008_a00	54.0	56.0	1620	1710	opening a cabinet .
329	S13_Brownie_7150991-631	f21_i043_a00	303.0	406.0	9090	12210	mixing the ingredients of brownie in a big bowl with a spoon .
330	S48_Pizza_7150991-259	f134_i001_a00	18.0	27.0	540	840	taking ingredients from a fridge .
331	S11_Eggs_7150991-1247	f13_i012_a00	45.0	48.0	1350	1470	taking a big bowl from a cabinet .
332	S16_Pizza_7150991-3739	f36_i004_a00	29.0	31.0	870	960	opening a fridge .
333	S11_Eggs_7150991-1247	f13_i017_a00	83.0	85.0	2490	2580	taking a salt bottle from a cabinet .
334	S54_Salad_7150991-223	f159_i006_a00	45.0	49.0	1350	1500	taking a kitchen knife and a peeler from a drawer .
335	S47_Sandwich_7150991-197	f131_i015_a00	170.0	172.0	5100	5190	closing a blueberry jam jar .
336	S18_Sandwich_7150991-893	f47_i002_a00	22.0	25.0	660	780	taking a butter knife from a drawer .
337	S15_Brownie_7150991-4296	f29_i011_a00	53.0	55.0	1590	1680	twisting off an oil bottle cap .
338	S34_Salad_7150991-200	f100_i010_a00	65.0	66.0	1950	2010	putting lettuce leaves into a bowl .
339	S51_Sandwich_7150991-324	f150_i006_a00	40.0	42.0	1200	1290	taking a butter knife from a drawer .
340	S25_Eggs_7150991-325	f64_i024_a00	144.0	147.0	4320	4440	beating an egg with a fork .
341	S49_Eggs_7150991-224	f137_i018_a00	86.0	88.0	2580	2670	putting a pepper bottle into a cabinet .
342	S25_Eggs_7150991-325	f64_i014_a00	74.0	75.0	2220	2280	putting seasonings into a cabinet .
343	S54_Eggs_7150991-251	f157_i003_a00	22.0	31.0	660	960	turning on a gas stove .
344	S35_Brownie_7150991-200	f102_i030_a00	172.0	221.0	5160	6660	mixing the ingredients of brownie in a big bowl with a whisk .
345	S41_Sandwich_7150991-286	f126_i020_a00	94.0	97.0	2820	2940	taking a butter knife from a drawer .
346	S40_Brownie_7150991-288	f117_i050_a00	431.0	435.0	12930	13080	putting a baking pan into an oven .
347	S51_Pizza_7150991-323	f148_i021_a00	260.0	310.0	7800	9330	slicing a pepperoni stick on a cutting board with a kitchen knife .
348	S40_Brownie_7150991-288	f117_i013_a00	47.0	49.0	1410	1500	taking a small measuring cup from a cabinet .
349	S49_Eggs_7150991-224	f137_i027_a00	142.0	144.0	4260	4350	closing a drawer .
350	S54_Pizza_7150991-192	f158_i009_a00	107.0	111.0	3210	3360	folding one side of pizza crust .
351	S28_Pizza_7150991-1	f70_i015_a00	127.0	129.0	3810	3900	opening a tomato sauce jar .
352	S31_Salad_7150991-1	f85_i023_a00	268.0	272.0	8040	8190	putting zucchini slices into a bowl .
353	S47_Pizza_7150991-191	f129_i014_a00	150.0	165.0	4500	4980	opening a tomato sauce jar .
354	S22_Sandwich_7150991-878	f61_i006_a00	23.0	24.0	690	750	putting a paper plate on a counter .
355	S41_Pizza_7150991-287	f124_i028_a00	497.0	517.0	14910	15540	putting pepperoni slices on pizza crust .
356	S19_Sandwich_7150991-549	f52_i025_a00	160.0	161.0	4800	4860	putting a slice of bread on top of another slice of bread .
357	S31_Pizza_7150991-1	f84_i001_a00	25.0	27.0	750	840	opening a fridge .
358	S47_Sandwich_7150991-197	f131_i003_a00	34.0	38.0	1020	1170	taking a paper plate from a cabinet .
359	S41_Salad_7150991-349	f125_i018_a00	120.0	122.0	3600	3690	putting a peeler into a drawer .
360	S34_Eggs_7150991-149	f98_i034_a00	254.0	315.0	7620	9480	stirring eggs in a frying pan with a spatula .
361	S07_Eggs_7150991-1466	f01_i000_a00	13.0	14.0	390	450	opening a cabinet .
362	S15_Pizza_7150991-5341	f31_i003_a00	19.0	23.0	570	720	taking ingredients from a fridge .
363	S25_Eggs_7150991-325	f64_i002_a00	20.0	22.0	600	690	taking a big bowl from a cabinet .
364	S17_Brownie_7150991-1231	f39_i009_a00	78.0	81.0	2340	2460	taking an oil bottle from a base cabinet .
365	S12_Eggs_7150991-1088	f17_i032_a00	194.0	199.0	5820	6000	folding an egg in a frying pan with a fork .
366	S48_Brownie_7150991-179	f132_i024_a00	149.0	151.0	4470	4560	taking a whisk from a drawer .
367	S50_Brownie_7150991-203	f141_i033_a00	269.0	276.0	8070	8310	taking a baking pan out of an oven .
368	S20_Eggs_7150991-511	f54_i026_a00	243.0	247.0	7290	7440	folding an egg in a frying pan with a spatula .
369	S41_Sandwich_7150991-286	f126_i018_a00	88.0	89.0	2640	2700	taking a peanut butter jar from a fridge .
370	S54_Brownie_7150991-308	f156_i045_a00	319.0	344.0	9570	10350	pouring brownie batter into a baking pan with a whisk .
371	S34_Brownie_7150991-268	f97_i011_a00	52.0	54.0	1560	1650	taking a big bowl from a cabinet .
372	S54_Eggs_7150991-251	f157_i004_a00	32.0	34.0	960	1050	taking a big bowl from a cabinet .
373	S17_Salad_7150991-822	f42_i025_a00	367.0	372.0	11010	11190	taking a spoon from a drawer .
374	S47_Pizza_7150991-191	f129_i011_a00	139.0	141.0	4170	4260	taking a tomato sauce jar from a fridge .
375	S11_Pizza_7150991-2116	f14_i037_a00	306.0	308.0	9180	9270	putting a pepperoni slice on pizza crust .
376	S51_Sandwich_7150991-324	f150_i003_a00	21.0	26.0	630	810	twisting off a twist tie from a bag of sliced bread .
377	S20_Pizza_7150991-180	f55_i025_a00	366.0	367.0	10980	11040	opening a fridge .
378	S24_Brownie_7150991-483	f62_i026_a00	208.0	216.0	6240	6510	twisting off an oil bottle cap .
379	S51_Pizza_7150991-323	f148_i035_a00	474.0	475.0	14220	14280	opening a fridge .
380	S35_Sandwich_7150991-204	f106_i006_a00	26.0	27.0	780	840	moving a cutting board closer .
381	S34_Sandwich_7150991-54	f101_i012_a00	54.0	57.0	1620	1740	scooping out peanut butter from a jar with a butter knife .
382	S51_Brownie_7150991-258	f146_i002_a00	20.0	22.0	600	690	putting eggs on a counter .
383	S54_Eggs_7150991-251	f157_i002_a00	17.0	21.0	510	660	taking a frying pan from a cabinet .
384	S31_Salad_7150991-1	f85_i005_a00	58.0	63.0	1740	1920	putting ingredients on a counter .
385	S19_Salad_7150991-1394	f51_i009_a00	96.0	111.0	2880	3360	peeling a carrot with a peeler .
386	S11_Pizza_7150991-2116	f14_i000_a00	11.0	13.0	330	420	opening a base cabinet .
387	S22_Salad_7150991-952	f60_i001_a00	11.0	15.0	330	480	taking a bag of croutons from a cabinet .
388	S53_Brownie_7150991-211	f151_i004_a00	24.0	30.0	720	930	taking eggs from an egg carton in a fridge .
389	S09_Eggs_7150991-1050	f10_i016_a00	68.0	70.0	2040	2130	wiping hands with a paper towel .
390	S31_Sandwich_7150991-1	f86_i002_a00	18.0	21.0	540	660	taking a peanut butter jar from a fridge .
391	S33_Brownie_7150991-211	f92_i014_a00	106.0	109.0	3180	3300	putting a whisk aside .
392	S13_Eggs_7150991-1728	f22_i047_a00	313.0	323.0	9390	9720	taking a spatula from a drawer .
393	S28_Pizza_7150991-1	f70_i039_a00	417.0	418.0	12510	12570	closing a drawer
394	S19_Brownie_7150991-848	f48_i030_a00	270.0	335.0	8100	10080	mixing the ingredients of brownie in a big bowl with a fork .
395	S19_Salad_7150991-1394	f51_i021_a00	212.0	228.0	6360	6870	cutting a celery stalk with a kitchen knife .
396	S40_Pizza_7150991-206	f119_i029_a00	367.0	368.0	11010	11070	opening a fridge .
397	S24_Brownie_7150991-483	f62_i011_a00	73.0	89.0	2190	2700	beating eggs with a fork .
398	S48_Eggs_7150991-637	f133_i030_a00	150.0	153.0	4500	4620	taking a paper plate from a cabinet .
399	S31_Salad_7150991-1	f85_i034_a00	372.0	383.0	11160	11520	putting croutons on a salad .
400	S22_Pizza_7150991-664	f59_i042_a00	714.0	732.0	21420	21990	cutting a pepperoni slice into pieces with a kitchen knife .
401	S33_Brownie_7150991-211	f92_i016_a00	112.0	115.0	3360	3480	taking a big measuring cup from a cabinet .
402	S18_Sandwich_7150991-893	f47_i022_a00	150.0	153.0	4500	4620	closing a peanut butter jar .
403	S14_Brownie_7150991-1526	f25_i000_a00	13.0	16.0	390	510	taking a box of brownie mix from a cabinet .
404	S34_Sandwich_7150991-54	f101_i006_a00	34.0	36.0	1020	1110	taking slices of bread out of a bag .
405	S31_Sandwich_7150991-1	f86_i004_a00	27.0	28.0	810	870	taking a blueberry jam jar from a fridge .
406	S14_Brownie_7150991-1526	f25_i018_a00	147.0	154.0	4410	4650	pouring oil into a big bowl .
407	S49_Brownie_7150991-202	f136_i030_a00	231.0	235.0	6930	7080	pouring brownie batter into a baking pan with a whisk .
408	S41_Pizza_7150991-287	f124_i014_a00	178.0	184.0	5340	5550	opening a tomato sauce jar .
409	S49_Eggs_7150991-224	f137_i010_a00	39.0	48.0	1170	1470	taking eggs from an egg carton in a fridge .
410	S48_Brownie_7150991-179	f132_i028_a00	239.0	244.0	7170	7350	taking a baking pan out of an oven .
411	S34_Sandwich_7150991-54	f101_i017_a00	82.0	83.0	2460	2520	opening a blueberry jam jar .
412	S41_Salad_7150991-349	f125_i017_a00	98.0	116.0	2940	3510	peeling a carrot with a peeler .
413	S25_Eggs_7150991-325	f64_i006_a00	29.0	30.0	870	930	taking an oil bottle from a base cabinet .
414	S40_Pizza_7150991-206	f119_i009_a00	116.0	118.0	3480	3570	taking a tomato sauce jar from a fridge .
415	S15_Salad_7150991-451	f32_i016_a00	74.0	77.0	2220	2340	cutting a celery stalk with a kitchen knife .
416	S53_Eggs_7150991-187	f152_i012_a00	47.0	49.0	1410	1500	opening a cabinet .
417	S54_Brownie_7150991-308	f156_i037_a00	284.0	286.0	8520	8610	taking a towel from the left of a counter .
418	S22_Brownie_7150991-921	f58_i043_a00	386.0	447.0	11580	13440	stirring brownie batter with a spoon .
419	S12_Salad_7150991-2146	f19_i007_a00	111.0	114.0	3330	3450	taking a carrot out of a bag .
420	S53_Pizza_7150991-119	f153_i031_a00	404.0	456.0	12120	13710	putting pepperoni slices on pizza crust .
421	S49_Pizza_7150991-198	f138_i004_a00	38.0	42.0	1140	1290	taking a baking pan out of an oven .
422	S22_Sandwich_7150991-878	f61_i011_a00	35.0	40.0	1050	1230	taking jars from a fridge .
423	S48_Salad_7150991-222	f135_i012_a00	115.0	119.0	3450	3600	cutting a zucchini in half with a kitchen knife .
424	S49_Salad_7150991-294	f139_i008_a00	70.0	79.0	2100	2400	cutting lettuce leaves with a kitchen knife .
425	S54_Eggs_7150991-251	f157_i026_a00	123.0	125.0	3690	3780	opening a cabinet .
426	S29_Salad_7150991-1	f76_i025_a00	226.0	230.0	6780	6930	putting lettuce leaves into a bowl .
427	S16_Eggs_7150991-858	f35_i013_a00	52.0	55.0	1560	1680	pouring away the oil in a frying pan into a sink .
428	S13_Brownie_7150991-631	f21_i064_a00	664.0	668.0	19920	20070	putting trash into a base cabinet .
429	S41_Salad_7150991-349	f125_i032_a00	205.0	208.0	6150	6270	opening a bag of croutons .
430	S48_Eggs_7150991-637	f133_i027_a00	134.0	138.0	4020	4170	beating eggs with a whisk .
431	S40_Pizza_7150991-206	f119_i011_a00	125.0	131.0	3750	3960	stretching pizza crust with hands .
432	S35_Pizza_7150991-218	f104_i000_a00	13.0	18.0	390	570	pressing the buttons on an oven .
433	S20_Pizza_7150991-180	f55_i001_a00	9.0	12.0	270	390	taking a pizza crust can from a fridge .
434	S54_Brownie_7150991-308	f156_i026_a00	152.0	154.0	4560	4650	opening a base cabinet .
435	S54_Sandwich_7150991-305	f160_i014_a00	82.0	85.0	2460	2580	scooping out peanut butter from a jar with a butter knife .
436	S20_Pizza_7150991-180	f55_i027_a00	373.0	376.0	11190	11310	pressing the buttons on an oven .
437	S29_Pizza_7150991-1	f75_i029_a00	311.0	316.0	9330	9510	putting pepperoni slices on pizza crust .
438	S49_Brownie_7150991-202	f136_i005_a00	35.0	37.0	1050	1140	opening a drawer .
439	S49_Pizza_7150991-198	f138_i013_a00	110.0	139.0	3300	4200	spreading tomato sauce on pizza crust with a spoon .
440	S20_Eggs_7150991-511	f54_i022_a00	212.0	214.0	6360	6450	putting a big bowl into a sink .
441	S13_Eggs_7150991-1728	f22_i022_a00	128.0	130.0	3840	3930	holding a hand over a frying pan .
442	S40_Brownie_7150991-288	f117_i032_a00	184.0	192.0	5520	5790	mixing the ingredients of brownie in a big bowl with a whisk .
443	S54_Pizza_7150991-192	f158_i013_a00	155.0	203.0	4650	6120	spreading tomato sauce on pizza crust with a spoon .
444	S09_Eggs_7150991-1050	f10_i000_a00	9.0	12.0	270	390	taking a paper plate from a cabinet .
445	S20_Sandwich_7150991-1256	f57_i005_a00	37.0	40.0	1110	1230	taking slices of bread out of a bag .
446	S34_Sandwich_7150991-54	f101_i011_a00	48.0	52.0	1440	1590	opening a peanut butter jar .
447	S08_Sandwich_7150991-539	f08_i008_a00	43.0	50.0	1290	1530	closing a bag of sliced bread with a twist tie .
448	S49_Brownie_7150991-202	f136_i019_a00	118.0	119.0	3540	3600	opening a cabinet .
449	S50_Brownie_7150991-203	f141_i020_a00	139.0	142.0	4170	4290	pouring oil into a big bowl .
450	S35_Salad_7150991-146	f105_i009_a00	53.0	57.0	1590	1740	untying a bag of lettuce .
451	S13_Brownie_7150991-631	f21_i014_a00	85.0	87.0	2550	2640	taking scissors from a drawer .
452	S12_Salad_7150991-2146	f19_i001_a00	37.0	41.0	1110	1260	taking a bowl from a cabinet .
453	S19_Brownie_7150991-848	f48_i009_a00	72.0	74.0	2160	2250	closing a fridge .
